Candidate sessions: 459 (sample=False)
behavior 1/459 6713a4a7-faed-4df2-acab-ee4e63326f8d: {'eid': '6713a4a7-faed-4df2-acab-ee4e63326f8d', 'trials': 407, 'side': 'left', 'raw': 565, 'base_valid': 407, 'seconds': 0.3342280387878418}
convert 23/444 8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8: trials=289 neurons=1114 maxcount=14 sec=0.21
convert 24/444 71855308-7e54-41d7-a7a4-b042e78e3b4f: trials=193 neurons=1607 maxcount=21 sec=0.30
convert 25/444 f359281f-6941-4bfd-90d4-940be22ed3c3: trials=236 neurons=1241 maxcount=19 sec=0.29
convert 26/444 51e53aff-1d5d-4182-a684-aba783d50ae5: trials=190 neurons=1189 maxcount=18 sec=0.25
convert 27/444 537677fe-1e24-4755-948c-fa4a4e8ecce5: trials=234 neurons=1602 maxcount=23 sec=0.29
convert 28/444 5bcafa14-71cb-42fa-8265-ce5cda1b89e0: trials=132 neurons=1417 maxcount=19 sec=0.22
convert 29/444 d32876dd-8303-4720-8e7e-20678dc2fd71: trials=131 neurons=638 maxcount=17 sec=0.09
convert 30/444 72982282-e493-45ee-87ce-aa45cb3a3ec1: trials=245 neurons=1701 maxcount=17 sec=0.29
convert 31/444 6434f2f5-6bce-42b8-8563-d93d493613a2: trials=193 neurons=582 maxcount=11 sec=0.11
convert 32/444 64e3fb86-928c-4079-865c-b364205b502e: trials=342 neurons=481 maxcount=12 sec=0.13
convert 33/444 15948667-747b-4702-9d53-354ac70e9119: trials=183 neurons=2023 maxcount=15 sec=0.32
convert 34/444 288bfbf3-3700-4abe-b6e4-130b5c541e61: trials=347 neurons=1299 maxcount=22 sec=0.29
convert 35/444 fc43390d-457e-463a-9fd4-b94a0a8b48f5: trials=407 neurons=1994 maxcount=20 sec=0.49
convert 36/444 a405053a-eb13-4aa4-850c-5a337e5dc7fd: trials=476 neurons=1951 maxcount=20 sec=0.42
convert 37/444 93ad879a-aa42-4150-83e1-38773c9785e4: trials=419 neurons=1684 maxcount=19 sec=0.48
convert 38/444 3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b: trials=446 neurons=1571 maxcount=22 sec=0.36
convert 39/444 a2ec6341-c55f-48a0-a23b-0ef2f5b1d71e: trials=246 neurons=2445 maxcount=61 sec=0.36
convert 40/444 8c025071-c4f3-426c-9aed-f149e8f75b7b: trials=288 neurons=2185 maxcount=19 sec=0.45
convert 41/444 bb8d9451-fdbd-4f46-b52e-9290e8f84d2e: trials=296 neurons=1529 maxcount=16 sec=0.36
convert 42/444 034e726f-b35f-41e0-8d6c-a22cc32391fb: trials=438 neurons=1346 maxcount=13 sec=0.38
convert 43/444 dfd8e7df-dc51-4589-b6ca-7baccfeb94b4: trials=371 neurons=652 maxcount=21 sec=0.20
convert 44/444 fa704052-147e-46f6-b190-a65b837e605e: trials=741 neurons=1487 maxcount=33 sec=0.70
convert 45/444 46794e05-3f6a-4d35-afb3-9165091a5a74: trials=535 neurons=1324 maxcount=50 sec=0.35
convert 46/444 7939711b-8b4d-4251-b698-b97c1eaa846e: trials=591 neurons=1237 maxcount=23 sec=0.48
convert 47/444 b52182e7-39f6-4914-9717-136db589706e: trials=461 neurons=1615 maxcount=19 sec=0.38
convert 48/444 2d5f6d81-38c4-4bdc-ac3c-302ea4d5f46e: trials=192 neurons=1203 maxcount=13 sec=0.22
convert 49/444 4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b: trials=559 neurons=1499 maxcount=16 sec=0.51
convert 50/444 c99d53e6-c317-4c53-99ba-070b26673ac4: trials=423 neurons=818 maxcount=15 sec=0.19
convert 51/444 d2918f52-8280-43c0-924b-029b2317e62c: trials=585 neurons=1088 maxcount=15 sec=0.32
convert 52/444 d839491f-55d8-4cbe-a298-7839208ba12b: trials=326 neurons=931 maxcount=11 sec=0.22
convert 53/444 ecb5520d-1358-434c-95ec-93687ecd1396: trials=313 neurons=1805 maxcount=13 sec=0.28
convert 54/444 3663d82b-f197-4e8b-b299-7b803a155b84: trials=594 neurons=1802 maxcount=19 sec=0.71
convert 55/444 85dc2ebd-8aaf-46b0-9284-a197aee8b16f: trials=407 neurons=1215 maxcount=13 sec=0.25
convert 56/444 5386aba9-9b97-4557-abcd-abc2da66b863: trials=682 neurons=1102 maxcount=13 sec=0.49
convert 57/444 83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4: trials=576 neurons=1051 maxcount=29 sec=0.37
convert 58/444 4b00df29-3769-43be-bb40-128b1cba6d35: trials=547 neurons=1025 maxcount=23 sec=0.37
convert 59/444 12dc8b34-b18e-4cdd-90a9-da134a9be79c: trials=420 neurons=489 maxcount=12 sec=0.16
convert 60/444 0deb75fb-9088-42d9-b744-012fb8fc4afb: trials=211 neurons=626 maxcount=31 sec=0.12
convert 61/444 eef82e27-c20e-48da-b4b7-c443031649e3: trials=226 neurons=1083 maxcount=12 sec=0.19
convert 62/444 810b1e07-009e-4ebe-930a-915e4cd8ece4: trials=168 neurons=2076 maxcount=14 sec=0.30
convert 63/444 a71175be-d1fd-47a3-aa93-b830ea3634a1: trials=341 neurons=1307 maxcount=11 sec=0.32
convert 64/444 0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3: trials=515 neurons=2846 maxcount=13 sec=0.83
convert 65/444 f312aaec-3b6f-44b3-86b4-3a0c119c0438: trials=462 neurons=1504 maxcount=12 sec=0.37
convert 66/444 fb70ebf7-8175-42b0-9b7a-7c6e8612226e: trials=484 neurons=1619 maxcount=9 sec=0.37
convert 67/444 28741f91-c837-4147-939e-918d38d849f2: trials=270 neurons=1401 maxcount=10 sec=0.27
convert 68/444 d2f5a130-b981-4546-8858-c94ae1da75ff: trials=355 neurons=1669 maxcount=15 sec=0.33
convert 69/444 57b5ae8f-d446-4161-b439-b191c5e3e77b: trials=369 neurons=967 maxcount=23 sec=0.27
convert 70/444 dda5fc59-f09a-4256-9fb5-66c67667a466: trials=436 neurons=2250 maxcount=20 sec=0.48
convert 71/444 d16a9a8d-5f42-4b49-ba58-1746f807fcc1: trials=280 neurons=379 maxcount=15 sec=0.10
convert 72/444 37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0: trials=358 neurons=1776 maxcount=23 sec=0.38
convert 73/444 2e6e179c-fccc-4e8f-9448-ce5b6858a183: trials=444 neurons=1734 maxcount=16 sec=0.40
convert 74/444 1191f865-b10a-45c8-9c48-24a980fd9402: trials=678 neurons=2068 maxcount=15 sec=0.83
convert 75/444 f10efe41-0dc0-44d0-8f26-5ff68dca23e9: trials=389 neurons=2562 maxcount=25 sec=0.61
convert 76/444 6364ff7f-6471-415a-ab9e-632a12052690: trials=388 neurons=745 maxcount=11 sec=0.22
convert 77/444 7be8fec4-406b-4e74-8548-d2885dcc3d5e: trials=435 neurons=2120 maxcount=52 sec=0.45
convert 78/444 7dd27c2f-9544-448d-918d-be0f9837b0e0: trials=274 neurons=1333 maxcount=14 sec=0.22
convert 79/444 ca4ecb4c-4b60-4723-9b9e-2c54a6290a53: trials=226 neurons=1117 maxcount=13 sec=0.17
convert 80/444 004d8fd5-41e7-4f1b-a45b-0d4ad76fe446: trials=198 neurons=1239 maxcount=15 sec=0.18
convert 81/444 35eeb752-8f4f-4040-9714-ba0f5b7ccdfe: trials=538 neurons=1363 maxcount=14 sec=0.31
convert 82/444 97c1d08d-57b4-4595-8052-91eb84ebfd74: trials=565 neurons=1112 maxcount=12 sec=0.39
convert 83/444 a1782f4f-86b0-480c-a7f2-3d8f1ab482ab: trials=514 neurons=1504 maxcount=13 sec=0.33
convert 84/444 3f71aa98-08c6-4e79-b4c8-00eae4f03eff: trials=467 neurons=1689 maxcount=14 sec=0.34
convert 85/444 c46b8def-620d-4d70-9397-be5694255f73: trials=496 neurons=967 maxcount=15 sec=0.34
convert 86/444 15b69921-d471-4ded-8814-2adad954bcd8: trials=610 neurons=1113 maxcount=33 sec=0.32
convert 87/444 11163613-a6c9-4975-9586-84dc00481547: trials=593 neurons=1241 maxcount=17 sec=0.39
convert 88/444 5ae68c54-2897-4d3a-8120-426150704385: trials=204 neurons=982 maxcount=12 sec=0.17
convert 89/444 a7eba2cf-427f-4df9-879b-e53e962eae18: trials=285 neurons=1414 maxcount=17 sec=0.25
convert 90/444 ebce500b-c530-47de-8cb1-963c552703ea: trials=398 neurons=1557 maxcount=13 sec=0.36
convert 91/444 d57df551-6dcb-4242-9c72-b806cff5613a: trials=579 neurons=1108 maxcount=15 sec=0.35
convert 92/444 19e66dc9-bf9f-430b-9d6a-acfa85de6fb7: trials=412 neurons=1242 maxcount=18 sec=0.31
convert 93/444 824cf03d-4012-4ab1-b499-c83a92c5589e: trials=585 neurons=684 maxcount=11 sec=0.24
convert 94/444 1f095590-6669-46c9-986b-ccaf0620c5e9: trials=578 neurons=1187 maxcount=14 sec=0.39
convert 95/444 03d9a098-07bf-4765-88b7-85f8d8f620cc: trials=372 neurons=983 maxcount=12 sec=0.23
convert 96/444 0c828385-6dd6-4842-a702-c5075f5f5e81: trials=467 neurons=1186 maxcount=13 sec=0.27
convert 97/444 bb099402-fb31-4cfd-824e-1c97530a0875: trials=444 neurons=1248 maxcount=13 sec=0.35
convert 98/444 7f5df7eb-cf36-4589-a20a-14b535441142: trials=347 neurons=1316 maxcount=13 sec=0.23
convert 99/444 111c1762-7908-47e0-9f40-2f2ee55b6505: trials=365 neurons=2506 maxcount=16 sec=0.48
convert 100/444 5455a21c-1be7-4cae-ae8e-8853a8d5f55e: trials=358 neurons=798 maxcount=11 sec=0.17
convert 101/444 32d27583-56aa-4510-bc03-669036edad20: trials=515 neurons=1353 maxcount=55 sec=0.38
convert 102/444 8a3a0197-b40a-449f-be55-c00b23253bbf: trials=282 neurons=2416 maxcount=15 sec=0.42
convert 103/444 ebc9392c-1ecb-4b4b-a545-4e3d70d23611: trials=327 neurons=1230 maxcount=14 sec=0.21
convert 104/444 19b44992-d527-4a12-8bda-aa11379cb08c: trials=289 neurons=2175 maxcount=19 sec=0.34
convert 105/444 3537d970-f515-4786-853f-23de525e110f: trials=341 neurons=1180 maxcount=16 sec=0.27
convert 106/444 6f36868f-5cc1-450c-82fa-6b9829ce0cfe: trials=603 neurons=2856 maxcount=14 sec=0.82
convert 107/444 f99ac31f-171b-4208-a55d-5644c0ad51c3: trials=407 neurons=1578 maxcount=17 sec=0.36
convert 108/444 e2b845a1-e313-4a08-bc61-a5f662ed295e: trials=290 neurons=2681 maxcount=19 sec=0.41
convert 109/444 2bdf206a-820f-402f-920a-9e86cd5388a4: trials=422 neurons=2047 maxcount=19 sec=0.51
convert 110/444 fa8ad50d-76f2-45fa-a52f-08fe3d942345: trials=267 neurons=259 maxcount=8 sec=0.10
convert 111/444 8d316998-28c3-4265-b029-e2ca82375b2f: trials=399 neurons=1012 maxcount=14 sec=0.22
convert 112/444 bda2faf5-9563-4940-a80f-ce444259e47b: trials=311 neurons=1057 maxcount=10 sec=0.17
convert 113/444 91bac580-76ed-41ab-ac07-89051f8d7f6e: trials=258 neurons=981 maxcount=11 sec=0.15
convert 114/444 23c75e0b-05d8-452e-8efb-a3687ab94079: trials=313 neurons=657 maxcount=23 sec=0.20
convert 115/444 dc962048-89bb-4e6a-96a9-b062a2be1426: trials=262 neurons=1242 maxcount=15 sec=0.25
convert 116/444 0841d188-8ef2-4f20-9828-76a94d5343a4: trials=286 neurons=1460 maxcount=16 sec=0.30
convert 117/444 8a1cf4ef-06e3-4c72-9bc7-e1baa189841b: trials=241 neurons=1543 maxcount=11 sec=0.24
convert 118/444 687017d4-c9fc-458f-a7d5-0979fe1a7470: trials=257 neurons=914 maxcount=12 sec=0.15
convert 119/444 16693458-0801-4d35-a3f1-9115c7e5acfd: trials=353 neurons=1912 maxcount=14 sec=0.41
convert 120/444 e1931de1-cf7b-49af-af33-2ade15e8abe7: trials=529 neurons=1217 maxcount=11 sec=0.45
convert 121/444 b9c205c3-feac-485b-a89d-afc96d9cb280: trials=410 neurons=790 maxcount=11 sec=0.24
convert 122/444 6cf2a88a-515b-4f7f-89a2-7d53eab9b5f4: trials=324 neurons=814 maxcount=15 sec=0.24
convert 123/444 16c3667b-e0ea-43fb-9ad4-8dcd1e6c40e1: trials=362 neurons=1141 maxcount=18 sec=0.31
convert 124/444 dd87e278-999d-478b-8cbd-b5bf92b84763: trials=555 neurons=1517 maxcount=17 sec=0.52
convert 125/444 15f742e1-1043-45c9-9504-f1e8a53c1744: trials=482 neurons=925 maxcount=23 sec=0.32
convert 126/444 a4000c2f-fa75-4b3e-8f06-a7cf599b87ad: trials=501 neurons=1254 maxcount=12 sec=0.35
convert 127/444 cc45c568-c3b9-4f74-836e-c87762e898c8: trials=524 neurons=1624 maxcount=15 sec=0.47
convert 128/444 a92c4b1d-46bd-457e-a1f4-414265f0e2d4: trials=578 neurons=1017 maxcount=14 sec=0.36
convert 129/444 aad23144-0e52-4eac-80c5-c4ee2decb198: trials=483 neurons=1566 maxcount=16 sec=0.39
convert 130/444 8c552ddc-813e-4035-81cc-3971b57efe65: trials=329 neurons=1775 maxcount=23 sec=0.33
convert 131/444 07dc4b76-5b93-4a03-82a0-b3d9cc73f412: trials=441 neurons=1821 maxcount=14 sec=0.49
convert 132/444 9468fa93-21ae-4984-955c-e8402e280c83: trials=366 neurons=1764 maxcount=14 sec=0.36
convert 133/444 e5c75b62-6871-4135-b3d0-f6464c2d90c0: trials=438 neurons=1184 maxcount=17 sec=0.36
convert 134/444 a6fe44a8-07ab-49b8-81f9-e18575aa85cc: trials=459 neurons=2547 maxcount=14 sec=0.65
convert 135/444 781b35fd-e1f0-4d14-b2bb-95b7263082bb: trials=323 neurons=1795 maxcount=19 sec=0.34
convert 136/444 0ac8d013-b91e-4732-bc7b-a1164ff3e445: trials=674 neurons=908 maxcount=34 sec=0.35
convert 137/444 69c9a415-f7fa-4208-887b-1417c1479b48: trials=454 neurons=2664 maxcount=27 sec=0.57
convert 138/444 dfbe628d-365b-461c-a07f-8b9911ba83aa: trials=511 neurons=1651 maxcount=10 sec=0.46
convert 139/444 aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf: trials=484 neurons=1521 maxcount=16 sec=0.40
convert 140/444 0a018f12-ee06-4b11-97aa-bbbff5448e9f: trials=306 neurons=899 maxcount=12 sec=0.17
convert 141/444 4503697e-af44-47d9-898d-4924be990240: trials=304 neurons=384 maxcount=9 sec=0.11
convert 142/444 b22f694e-4a34-4142-ab9d-2556c3487086: trials=315 neurons=2129 maxcount=14 sec=0.33
convert 143/444 1b715600-0cbc-442c-bd00-5b0ac2865de1: trials=248 neurons=911 maxcount=10 sec=0.22
convert 144/444 e45481fa-be22-4365-972c-e7404ed8ab5a: trials=293 neurons=1384 maxcount=13 sec=0.28
convert 145/444 ffef0311-8ffa-49e3-a857-b3adf6d86e12: trials=401 neurons=950 maxcount=11 sec=0.21
convert 146/444 78b4fff5-c5ec-44d9-b5f9-d59493063f00: trials=627 neurons=2245 maxcount=13 sec=0.65
convert 147/444 196a2adf-ff83-49b2-823a-33f990049c2e: trials=395 neurons=1898 maxcount=19 sec=0.37
convert 148/444 6b0b5d24-bcda-4053-a59c-beaa1fe03b8f: trials=410 neurons=2480 maxcount=11 sec=0.49
convert 149/444 752456f3-9f47-4fbf-bd44-9d131c0f41aa: trials=297 neurons=1301 maxcount=9 sec=0.23
convert 150/444 3f859b5c-e73a-4044-b49e-34bb81e96715: trials=326 neurons=1860 maxcount=12 sec=0.34
convert 151/444 c8d46ee6-eb68-4535-8756-7c9aa32f10e4: trials=326 neurons=1674 maxcount=17 sec=0.27
convert 152/444 1b9e349e-93f2-41cc-a4b5-b212d7ddc8df: trials=926 neurons=2298 maxcount=17 sec=1.31
convert 153/444 f819d499-8bf7-4da0-a431-15377a8319d5: trials=254 neurons=2051 maxcount=26 sec=0.34
convert 154/444 8928f98a-b411-497e-aa4b-aa752434686d: trials=470 neurons=1669 maxcount=17 sec=0.47
convert 155/444 446f4724-1690-49f9-819a-2bd8e2ea88ce: trials=532 neurons=793 maxcount=10 sec=0.24
convert 156/444 a2701b93-d8e1-47e9-a819-f1063046f3e7: trials=412 neurons=514 maxcount=10 sec=0.15
convert 157/444 0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9: trials=288 neurons=1014 maxcount=18 sec=0.19
convert 158/444 ee13c19e-2790-4418-97ca-48f02e8013bb: trials=231 neurons=685 maxcount=12 sec=0.14
convert 159/444 db4df448-e449-4a6f-a0e7-288711e7a75a: trials=288 neurons=709 maxcount=10 sec=0.14
convert 160/444 3dd347df-f14e-40d5-9ff2-9c49f84d2157: trials=237 neurons=737 maxcount=12 sec=0.14
convert 161/444 3c851386-e92d-4533-8d55-89a46f0e7384: trials=268 neurons=513 maxcount=14 sec=0.12
convert 162/444 158d5d35-a2ab-4a76-87b0-51048c5d5283: trials=261 neurons=632 maxcount=10 sec=0.13
convert 163/444 30e5937e-e86a-47e6-93ae-d2ae3877ff8e: trials=320 neurons=697 maxcount=13 sec=0.16
convert 164/444 413a6825-2144-4a50-b3fc-cf38ddd6fd1a: trials=326 neurons=717 maxcount=17 sec=0.16
convert 165/444 a19c7a3a-7261-42ce-95d5-1f4ca46007ed: trials=392 neurons=1406 maxcount=19 sec=0.25
convert 166/444 e5c772cd-9c92-47ab-9525-d618b66a9b5d: trials=379 neurons=1235 maxcount=19 sec=0.27
convert 167/444 6668c4a0-70a4-4012-a7da-709660971d7a: trials=304 neurons=888 maxcount=68 sec=0.22
convert 168/444 4fa70097-8101-4f10-b585-db39429c5ed0: trials=335 neurons=539 maxcount=17 sec=0.16
convert 169/444 90d1e82c-c96f-496c-ad4e-ee3f02067f25: trials=387 neurons=563 maxcount=13 sec=0.18
convert 170/444 bb6a5aae-2431-401d-8f6a-9fdd6de655a9: trials=273 neurons=457 maxcount=9 sec=0.11
convert 171/444 931a70ae-90ee-448e-bedb-9d41f3eda647: trials=380 neurons=889 maxcount=17 sec=0.21
convert 172/444 02fbb6da-3034-47d6-a61b-7d06c796a830: trials=446 neurons=781 maxcount=11 sec=0.22
convert 173/444 7bee9f09-a238-42cf-b499-f51f765c6ded: trials=348 neurons=615 maxcount=10 sec=0.15
convert 174/444 36280321-555b-446d-9b7d-c2e17991e090: trials=427 neurons=430 maxcount=8 sec=0.14
convert 175/444 741979ce-3f10-443a-8526-2275620c8473: trials=518 neurons=566 maxcount=10 sec=0.21
convert 176/444 cf43dbb1-6992-40ec-a5f9-e8e838d0f643: trials=316 neurons=329 maxcount=9 sec=0.11
convert 177/444 2f63c555-eb74-4d8d-ada5-5c3ecf3b46be: trials=255 neurons=709 maxcount=14 sec=0.17
convert 178/444 9a629642-3a9c-42ed-b70a-532db0e86199: trials=267 neurons=647 maxcount=17 sec=0.15
convert 179/444 e535fb62-e245-4a48-b119-88ce62a6fe67: trials=338 neurons=1575 maxcount=20 sec=0.29
convert 180/444 f25642c6-27a5-4a97-9ea0-06652db79fbd: trials=327 neurons=897 maxcount=17 sec=0.21
convert 181/444 4720c98a-a305-4fba-affb-bbfa00a724a4: trials=532 neurons=1284 maxcount=13 sec=0.41
convert 182/444 7622da34-51b6-4661-98ae-a57d40806008: trials=461 neurons=499 maxcount=16 sec=0.23
convert 183/444 b658bc7d-07cd-4203-8a25-7b16b549851b: trials=794 neurons=1270 maxcount=17 sec=0.49
convert 184/444 bd456d8f-d36e-434a-8051-ff3997253802: trials=507 neurons=1308 maxcount=32 sec=0.36
convert 185/444 ee8b36de-779f-4dea-901f-e0141c95722b: trials=419 neurons=1414 maxcount=49 sec=0.35
convert 186/444 b39752db-abdb-47ab-ae78-e8608bbf50ed: trials=490 neurons=1085 maxcount=15 sec=0.29
convert 187/444 5339812f-8b91-40ba-9d8f-a559563cc46b: trials=285 neurons=2071 maxcount=27 sec=0.39
convert 188/444 d23a44ef-1402-4ed7-97f5-47e9a7a504d9: trials=286 neurons=1961 maxcount=19 sec=0.36
convert 189/444 c3d9b6fb-7fa9-4413-a364-92a54df0fc5d: trials=374 neurons=2617 maxcount=22 sec=0.57
convert 190/444 aa20388b-9ea3-4506-92f1-3c2be84b85db: trials=305 neurons=1504 maxcount=20 sec=0.30
convert 191/444 251ece37-7798-477c-8a06-2845d4aa270c: trials=356 neurons=2095 maxcount=24 sec=0.47
convert 192/444 54238fd6-d2d0-4408-b1a9-d19d24fd29ce: trials=427 neurons=1994 maxcount=19 sec=0.49
convert 193/444 e8b4fda3-7fe4-4706-8ec2-91036cfee6bd: trials=386 neurons=1002 maxcount=16 sec=0.28
convert 194/444 cde63527-7f5a-4cc3-8ac2-215d82e7da26: trials=407 neurons=1410 maxcount=14 sec=0.28
convert 195/444 4a45c8ba-db6f-4f11-9403-56e06a33dfa4: trials=209 neurons=1807 maxcount=54 sec=0.32
convert 196/444 f7335a49-4a98-46d2-a8ce-d041d2eac1d6: trials=185 neurons=1093 maxcount=13 sec=0.20
convert 197/444 9eec761e-9762-4897-b308-a3a08c311e69: trials=493 neurons=1468 maxcount=17 sec=0.48
convert 198/444 9fe512b8-92a8-4642-83b6-01158ab66c3c: trials=501 neurons=1926 maxcount=18 sec=0.57
convert 199/444 26aa51ff-968c-42e4-85c8-8ff47d19254d: trials=338 neurons=2093 maxcount=18 sec=0.45
convert 200/444 e012d3e3-fdbc-4661-9ffa-5fa284e4e706: trials=466 neurons=1672 maxcount=27 sec=0.47
convert 201/444 948fd27b-507b-41b3-bdf8-f9f5f0af8e0b: trials=383 neurons=1358 maxcount=12 sec=0.38
convert 202/444 2e22c1fc-eec6-4856-85a0-7dba8668f646: trials=349 neurons=1525 maxcount=16 sec=0.41
convert 203/444 64977c74-9c04-437a-9ea1-50386c4996db: trials=498 neurons=813 maxcount=13 sec=0.30
convert 204/444 9a6e127b-bb07-4be2-92e2-53dd858c2762: trials=434 neurons=875 maxcount=18 sec=0.26
convert 205/444 09156021-9a1d-4e1d-ae59-48cbde3c5d42: trials=431 neurons=759 maxcount=17 sec=0.21
convert 206/444 90e524a2-aa63-47ce-b5b8-1b1941a1223a: trials=331 neurons=1101 maxcount=17 sec=0.24
convert 207/444 1d4a7bd6-296a-48b9-b20e-bd0ac80750a5: trials=232 neurons=1146 maxcount=16 sec=0.16
convert 208/444 58c4bf97-ec3b-45b4-9db4-d5d9515d5b00: trials=244 neurons=1405 maxcount=22 sec=0.21
convert 209/444 10fac7a1-919d-4ca7-83c4-4675bd8d9416: trials=396 neurons=878 maxcount=14 sec=0.24
convert 210/444 8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef: trials=288 neurons=1295 maxcount=10 sec=0.20
convert 211/444 68775ca0-b056-48d5-b6ae-a4c2a76ae48f: trials=563 neurons=1559 maxcount=12 sec=0.42
convert 212/444 f27e6cd6-cdd3-4524-b8e3-8146046e2a7d: trials=284 neurons=763 maxcount=14 sec=0.18
convert 213/444 d71e565d-4ddb-42df-849e-f99cfdeced52: trials=389 neurons=1425 maxcount=18 sec=0.37
convert 214/444 1b61b7f2-a599-4e40-abd6-3e758d2c9e25: trials=537 neurons=658 maxcount=23 sec=0.31
convert 215/444 30af8629-7b96-45b7-8778-374720ddbc5e: trials=304 neurons=1035 maxcount=15 sec=0.20
convert 216/444 283ecb4c-e529-409c-9f0a-8ea5191dcf50: trials=330 neurons=1514 maxcount=18 sec=0.29
convert 217/444 6bf810fd-fbeb-4eea-9ea7-b6791d002b22: trials=328 neurons=833 maxcount=25 sec=0.22
convert 218/444 bd07e3a7-09c3-4b67-996b-42b6d5cedf1c: trials=385 neurons=667 maxcount=17 sec=0.25
convert 219/444 c16d3557-b2c1-4545-93d0-112ac0915d93: trials=388 neurons=1303 maxcount=20 sec=0.35
convert 220/444 2038e95d-64d4-4ecb-83d0-1308d3c598f8: trials=346 neurons=827 maxcount=14 sec=0.21
convert 221/444 500a71dd-8768-4211-a1fe-1fafc9fcbf29: trials=284 neurons=717 maxcount=13 sec=0.20
convert 222/444 61caa69d-088b-465a-b9d0-d75341dabac6: trials=319 neurons=838 maxcount=10 sec=0.23
convert 223/444 233617ec-c5cf-4eda-afc8-3b1d94f36d73: trials=361 neurons=515 maxcount=12 sec=0.14
convert 224/444 ef38e503-dd79-4185-bf87-4712d4f274fe: trials=294 neurons=667 maxcount=11 sec=0.19
convert 225/444 fbd28ea6-3251-48e0-b215-2c51ec5185f7: trials=277 neurons=431 maxcount=11 sec=0.12
convert 226/444 9fcbd1a0-77e6-4c41-9428-eeaee74becd5: trials=243 neurons=243 maxcount=15 sec=0.10
convert 227/444 c23b4118-db40-4333-af1d-933154b533c6: trials=194 neurons=393 maxcount=15 sec=0.09
convert 228/444 c8e11fd8-d130-4f06-abba-9aa20240ce7c: trials=265 neurons=722 maxcount=13 sec=0.15
convert 229/444 62902992-8432-46fb-af12-6392012e58c7: trials=375 neurons=753 maxcount=15 sec=0.26
convert 230/444 4546cd60-fa2a-4d20-a9b6-d091e01d16f2: trials=310 neurons=380 maxcount=9 sec=0.12
convert 231/444 cef05f87-161b-4031-932c-6f47daf89698: trials=346 neurons=730 maxcount=12 sec=0.19
convert 232/444 75db708a-9952-4452-a5b1-a851d88f8e28: trials=311 neurons=556 maxcount=13 sec=0.20
convert 233/444 7f150b7c-c261-46e6-9edb-cc391c9d9f03: trials=341 neurons=603 maxcount=9 sec=0.16
convert 234/444 837b4e6a-ccfd-49b0-a1dd-3aa53fbf2ecb: trials=344 neurons=860 maxcount=10 sec=0.26
convert 235/444 9fc31d79-b56f-46d0-92a0-e9563caf4a7a: trials=278 neurons=377 maxcount=8 sec=0.11
convert 236/444 a34b4013-414b-42ed-9318-e93fbbc71e7b: trials=269 neurons=334 maxcount=17 sec=0.10
convert 237/444 49250fba-801c-4867-a0a7-a1e19538cb61: trials=378 neurons=646 maxcount=11 sec=0.17
convert 238/444 2ab7d2c2-bcb7-4ae6-9626-f3786c22d970: trials=307 neurons=462 maxcount=13 sec=0.14
convert 239/444 94dabed1-741c-4ddd-a6b7-70561e27b750: trials=382 neurons=529 maxcount=10 sec=0.16
convert 240/444 be164a14-6e73-42c3-ab60-d29c48693c0f: trials=251 neurons=882 maxcount=25 sec=0.16
convert 241/444 37ac03f1-9831-4a30-90fc-a59e635b98bd: trials=309 neurons=398 maxcount=15 sec=0.13
convert 242/444 87ad026d-5b95-4022-8d59-c260870d830f: trials=589 neurons=362 maxcount=12 sec=0.17
convert 243/444 3bb54985-77b2-421d-9d1f-46185be51216: trials=453 neurons=344 maxcount=15 sec=0.21
convert 244/444 6cbeead9-bb7a-40e1-8ccd-47ae60239654: trials=324 neurons=528 maxcount=13 sec=0.14
convert 245/444 a2b9fbbe-79fc-4166-a16e-b307813a2f06: trials=264 neurons=566 maxcount=19 sec=0.13
convert 246/444 5437ec1f-6535-470c-80b8-4c8806ee085d: trials=258 neurons=549 maxcount=8 sec=0.11
convert 247/444 36573e0b-ddd6-4504-94ec-9a23c877486c: trials=278 neurons=805 maxcount=17 sec=0.18
convert 248/444 04749a70-ac63-477d-8392-d4d529184fab: trials=348 neurons=931 maxcount=20 sec=0.24
convert 249/444 d23b005f-46f5-4fe1-870c-f55f6eb9533d: trials=415 neurons=1253 maxcount=13 sec=0.33
convert 250/444 7235b10c-6621-44ea-abe9-01559633472d: trials=358 neurons=1336 maxcount=16 sec=0.29
convert 251/444 fd03d365-91df-41e2-ad81-9e0e4b9f5c7b: trials=383 neurons=1186 maxcount=16 sec=0.27
convert 252/444 62ff920c-2fdd-4feb-9d9f-0d66f2e595a1: trials=356 neurons=844 maxcount=11 sec=0.21
convert 253/444 14127fdb-2e66-4823-b124-f49c128ba94d: trials=370 neurons=1306 maxcount=16 sec=0.27
convert 254/444 7eeb8423-49e6-4d40-ab6f-703d17af231a: trials=445 neurons=978 maxcount=20 sec=0.26
